N,Посада,Мова програмування,Спеціалізація,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Університет,Ще студент,Рівень англійської,Предметна область,Дата заповнення,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg
4177,,,,0.5,0.5,800,800,,,,,21,,,False,,,,,0.5,0.5,800,,,660.0
4178,,,,1.5,0.5,650,450,,,,,24,,,False,,,,,1.5,0.5,650,,,595.6
4179,,,,1.0,1.0,520,150,,,,,22,,,True,,,,,1.0,1.0,520,,,539.6
4180,,,,5.0,5.0,800,0,,,,,40,,,False,,,,,5.0,5.0,800,,,584.0
4181,,,,1.0,1.0,450,50,,,,,22,,,True,,,,,1.0,1.0,450,,,515.8
4182,,,,1.5,1.0,800,350,,,,,25,,,False,,,,,1.5,1.0,800,,,616.2
4183,,,,2.0,1.0,1833,0,,,,,25,,,False,,,,,2.0,1.0,1833,,,788.0
4184,,,,2.0,1.0,2000,800,,,,,26,,,False,,,,,2.0,1.0,2000,,,901.6
4185,,,,3.0,3.0,1300,100,,,,,26,,,False,,,,,3.0,3.0,1300,,,692.3
4186,,,,0.5,1.7654267970401691,700,200,,,,,22,,,False,,,,,0.5,0.0,700,,,581.0765426797041
4187,,,,1.0,0.5,750,0,,,,,39,,,False,,,,,1.0,0.5,750,,,572.9
4188,,,,0.5,1.7654267970401691,300,100,,,,,24,,,False,,,,,0.5,0.0,300,,,491.47654267970404
4189,,,,0.25,0.25,385,0,,,,,30,,,False,,,,,0.25,0.25,385,,,499.0
4190,,,,5.0,5.0,2050,200,,,,,27,,,False,,,,,5.0,5.0,2050,,,853.7
4191,,,,0.5,0.5,300,0,,,,,25,,,False,,,,,0.5,0.5,300,,,481.8
4192,,,,5.0,1.7654267970401691,1800,-300,,,,,33,,,False,,,,,5.0,0.0,1800,,,753.676542679704
4193,,,,2.0,1.5,1600,800,,,,,25,,,False,,,,,2.0,1.5,1600,,,822.5
4194,,,,0.25,0.25,540,0,,,,,25,,,False,,,,,0.25,0.25,540,,,530.0
4195,,,,3.0,1.0,100,0,,,,,25,,,False,,,,,3.0,1.0,100,,,442.8
4196,,,,0.25,0.25,270,0,,,,,21,,,True,,,,,0.25,0.25,270,,,475.9
4197,,,,1.0,0.25,1800,300,,,,,29,,,False,,,,,1.0,0.25,1800,,,812.85
4198,,,,2.0,1.5,800,500,,,,,28,,,False,,,,,2.0,1.5,800,,,633.3
4199,,,,0.5,0.5,650,650,,,,,28,,,False,,,,,0.5,0.5,650,,,617.9
4200,,,,3.0,1.7654267970401691,1000,300,,,,,29,,,False,,,,,3.0,0.0,1000,,,653.676542679704
4201,,,,3.0,2.0,2500,300,,,,,35,,,False,,,,,3.0,2.0,2500,,,954.6
4202,,,,5.0,3.0,1000,200,,,,,28,,,False,,,,,5.0,3.0,1000,,,644.6
4203,,,,7.0,0.5,4800,1500,,,,,27,,,False,,,,,7.0,0.5,4800,,,1534.5
4204,,,,1.5,1.5,1000,400,,,,,24,,,False,,,,,1.5,1.5,1000,,,663.4
4205,,,,6.0,1.0,4900,1000,,,,,28,,,False,,,,,6.0,1.0,4900,,,1504.7
4206,,,,2.0,0.5,1400,200,,,,,31,,,False,,,,,2.0,0.5,1400,,,724.2
4207,,,,5.0,3.0,1200,500,,,,,34,,,False,,,,,5.0,3.0,1200,,,715.7
4208,,,,3.0,3.0,1000,200,,,,,23,,,False,,,,,3.0,3.0,1000,,,644.3
4209,,,,3.0,1.0,100,50,,,,,20,,,True,,,,,3.0,1.0,100,,,448.8
4210,,,,0.25,0.25,300,0,,,,,25,,,False,,,,,0.25,0.25,300,,,483.6
4211,,,,3.1646325459317586,2.0,665,0,,,,,32,,,False,,,,,10.0,2.0,665,,,559.0164632545932
4212,,,,0.5,0.5,500,150,,,,,26,,,False,,,,,0.5,0.5,500,,,539.0
4213,,,,3.1646325459317586,3.0,2600,400,,,,,31,,,False,,,,,10.0,3.0,2600,,,986.3164632545931
4214,,,,2.0,0.5,2500,1150,,,,,27,,,False,,,,,2.0,0.5,2500,,,1039.6
4215,,,,1.5,1.0,900,450,,,,,27,,,False,,,,,1.5,1.0,900,,,649.7
4216,,,,3.1646325459317586,1.7654267970401691,300,0,,,,,18,,,True,,,,,0.0,0.0,300,,,483.9930059342972
4217,,,,3.1646325459317586,7.0,6000,0,,,,,35,,,False,,,,,10.0,7.0,6000,,,1627.916463254593
4218,,,,0.5,0.5,550,0,,,,,23,,,False,,,,,0.5,0.5,550,,,534.3
4219,,,,1.0,1.0,765,200,,,,,38,,,False,,,,,1.0,1.0,765,,,599.1
4220,,,,4.0,4.0,4500,1100,,,,,24,,,False,,,,,4.0,4.0,4500,,,1436.0
4221,,,,3.0,3.0,1900,0,,,,,26,,,False,,,,,3.0,3.0,1900,,,805.9
4222,,,,0.5,0.5,580,500,,,,,20,,,False,,,,,0.5,0.5,580,,,590.4
4223,,,,0.5,0.5,700,100,,,,,27,,,False,,,,,0.5,0.5,700,,,575.2
4224,,,,3.0,1.7654267970401691,2000,1000,,,,,23,,,False,,,,,3.0,0.0,2000,,,925.4765426797039
4225,,,,5.0,5.0,1560,250,,,,,32,,,False,,,,,5.0,5.0,1560,,,764.7
4226,,,,5.0,4.0,1800,300,,,,,27,,,False,,,,,5.0,4.0,1800,,,817.1
4227,,,,3.1646325459317586,8.0,4000,0,,,,,40,,,False,,,,,10.0,8.0,4000,,,1229.616463254593
4228,,,,2.0,0.25,2250,1050,,,,,31,,,False,,,,,2.0,0.25,2250,,,981.35
4229,,,,8.0,0.5,4000,300,,,,,27,,,False,,,,,8.0,0.5,4000,,,1257.3
4230,,,,1.0,1.0,400,200,,,,,32,,,False,,,,,1.0,1.0,400,,,526.6
4231,,,,1.5,1.0,300,100,,,,,23,,,False,,,,,1.5,1.0,300,,,495.9
4232,,,,4.0,1.7654267970401691,610,200,,,,,25,,,False,,,,,4.0,0.0,610,,,568.676542679704
4233,,,,4.0,0.5,1900,600,,,,,35,,,False,,,,,4.0,0.5,1900,,,867.7
4234,,,,2.0,1.0,1400,300,,,,,29,,,False,,,,,2.0,1.0,1400,,,736.9
4235,,,,0.5,0.5,850,850,,,,,21,,,True,,,,,0.5,0.5,850,,,680.9
4236,,,,3.0,0.5,1900,1400,,,,,25,,,False,,,,,3.0,0.5,1900,,,946.8
4237,,,,5.0,1.5,2300,300,,,,,29,,,False,,,,,5.0,1.5,2300,,,917.9
4238,,,,0.5,0.5,450,250,,,,,24,,,False,,,,,0.5,0.5,450,,,541.4
4239,,,,4.0,3.0,2200,200,,,,,28,,,False,,,,,4.0,3.0,2200,,,888.1
4240,,,,2.0,2.0,1150,250,,,,,25,,,False,,,,,2.0,2.0,1150,,,682.3
4241,,,,4.0,2.0,1810,400,,,,,25,,,False,,,,,4.0,2.0,1810,,,829.8
4242,,,,1.5,1.5,1250,650,,,,,23,,,False,,,,,1.5,1.5,1250,,,742.1
4243,,,,0.5,0.5,300,50,,,,,30,,,False,,,,,0.5,0.5,300,,,492.5
4244,,,,1.0,0.5,800,550,,,,,28,,,True,,,,,1.0,0.5,800,,,642.6
4245,,,,2.0,2.0,600,200,,,,,23,,,True,,,,,2.0,2.0,600,,,567.7
4246,,,,3.1646325459317586,2.0,8000,500,,,,,37,,,False,,,,,10.0,2.0,8000,,,2080.016463254593
4247,,,,4.0,2.0,3000,200,,,,,34,,,False,,,,,4.0,2.0,3000,,,1049.3
4248,,,,7.0,0.5,2500,500,,,,,32,,,False,,,,,7.0,0.5,2500,,,979.5
4249,,,,3.0,2.0,2000,400,,,,,29,,,False,,,,,3.0,2.0,2000,,,868.8
4250,,,,2.0,1.7654267970401691,2000,1250,,,,,32,,,False,,,,,2.0,0.0,2000,,,953.7765426797039
4251,,,,1.0,1.0,600,350,,,,,28,,,False,,,,,1.0,1.0,600,,,583.3
4252,,,,3.1646325459317586,0.5,3500,1000,,,,,34,,,False,,,,,10.0,0.5,3500,,,1230.0164632545932
4253,,,,0.5,0.5,400,0,,,,,24,,,False,,,,,0.5,0.5,400,,,507.9
4254,,,,5.0,5.0,500,0,,,,,29,,,False,,,,,5.0,5.0,500,,,530.3
4255,,,,3.1646325459317586,1.7654267970401691,5000,2000,,,,,31,,,False,,,,,10.0,0.0,5000,,,1630.0930059342973
4256,,,,4.0,1.0,3500,0,,,,,27,,,False,,,,,4.0,1.0,3500,,,1129.3
4257,,,,0.25,0.25,500,0,,,,,31,,,False,,,,,0.25,0.25,500,,,528.9
4258,,,,3.1646325459317586,1.7654267970401691,1500,0,,,,,32,,,False,,,,,10.0,10.0,1500,,,731.4930059342971
4259,,,,1.5,0.25,800,600,,,,,21,,,True,,,,,1.5,0.25,800,,,648.45
4260,,,,1.0,1.7654267970401691,770,460,,,,,29,,,False,,,,,1.0,0.0,770,,,629.276542679704
4261,,,,2.0,1.0,1300,800,,,,,22,,,False,,,,,2.0,1.0,1300,,,768.9
4262,,,,3.0,1.7654267970401691,750,200,,,,,24,,,False,,,,,3.0,0.0,750,,,599.376542679704
4263,,,,3.1646325459317586,1.7654267970401691,3600,0,,,,,35,,,False,,,,,10.0,10.0,3600,,,1152.2930059342973
4264,,,,3.1646325459317586,7.0,2200,0,,,,,48,,,False,,,,,10.0,7.0,2200,,,873.9164632545932
4265,,,,4.0,0.25,3500,500,,,,,27,,,False,,,,,4.0,0.25,3500,,,1180.05
4266,,,,1.0,1.0,500,100,,,,,29,,,False,,,,,1.0,1.0,500,,,539.9
4267,,,,0.5,1.7654267970401691,300,150,,,,,20,,,True,,,,,0.5,0.0,300,,,504.076542679704
4268,,,,3.1646325459317586,1.0,3600,400,,,,,39,,,False,,,,,10.0,1.0,3600,,,1192.2164632545932
4269,,,,1.0,1.0,2000,0,,,,,30,,,False,,,,,1.0,1.0,2000,,,830.3
4270,,,,8.0,2.0,6000,1500,,,,,30,,,False,,,,,8.0,2.0,6000,,,1782.0
4271,,,,1.0,1.0,600,200,,,,,30,,,False,,,,,1.0,1.0,600,,,570.5
4272,,,,6.0,1.0,3500,50,,,,,34,,,False,,,,,6.0,1.0,3500,,,1137.0
4273,,,,2.0,2.0,774,174,,,,,23,,,False,,,,,2.0,2.0,774,,,602.6
4274,,,,3.0,3.0,1750,150,,,,,29,,,False,,,,,3.0,3.0,1750,,,796.5
4275,,,,9.0,3.0,4750,1000,,,,,30,,,False,,,,,9.0,3.0,4750,,,1482.9
4276,,,,3.0,1.0,1500,500,,,,,27,,,False,,,,,3.0,1.0,1500,,,781.1
4277,,,,1.5,1.5,800,500,,,,,23,,,True,,,,,1.5,1.5,800,,,640.7
4278,,,,5.0,2.0,2300,100,,,,,38,,,False,,,,,5.0,2.0,2300,,,903.0
4279,,,,1.0,0.25,1000,600,,,,,24,,,False,,,,,1.0,0.25,1000,,,690.55
4280,,,,2.0,0.25,600,300,,,,,30,,,False,,,,,2.0,0.25,600,,,581.45
4281,,,,0.5,0.5,1000,600,,,,,21,,,True,,,,,0.5,0.5,1000,,,690.5
4282,,,,4.0,2.0,615,0,,,,,32,,,False,,,,,4.0,2.0,615,,,555.6
4283,,,,3.0,2.0,600,500,,,,,29,,,False,,,,,3.0,2.0,600,,,602.2
4284,,,,6.0,2.0,900,200,,,,,26,,,False,,,,,6.0,2.0,900,,,632.6
4285,,,,3.1646325459317586,7.0,4100,200,,,,,32,,,False,,,,,10.0,7.0,4100,,,1274.416463254593
4286,,,,1.5,1.5,400,150,,,,,32,,,False,,,,,1.5,1.5,400,,,527.4
4287,,,,3.0,1.7654267970401691,2200,600,,,,,25,,,False,,,,,3.0,0.0,2200,,,931.9765426797039
4288,,,,7.0,1.7654267970401691,3500,1100,,,,,27,,,False,,,,,7.0,0.0,3500,,,1243.0765426797038
4289,,,,1.5,1.5,900,600,,,,,28,,,False,,,,,1.5,1.5,900,,,672.3
4290,,,,5.0,0.25,2755,1055,,,,,29,,,False,,,,,5.0,0.25,2755,,,1089.45
4291,,,,3.1646325459317586,1.7654267970401691,150,0,,,,,23,,,False,,,,,0.0,0.0,150,,,461.89300593429715
4292,,,,4.0,2.0,2800,500,,,,,27,,,False,,,,,4.0,2.0,2800,,,1043.1
4293,,,,4.0,4.0,1400,0,,,,,29,,,False,,,,,4.0,4.0,1400,,,713.8
4294,,,,5.0,5.0,1700,0,,,,,26,,,False,,,,,5.0,5.0,1700,,,774.0
4295,,,,6.0,0.5,3300,700,,,,,27,,,False,,,,,6.0,0.5,3300,,,1163.5
4296,,,,2.0,0.25,800,0,,,,,22,,,False,,,,,2.0,0.25,800,,,592.25
4297,,,,1.5,1.5,1500,500,,,,,23,,,False,,,,,1.5,1.5,1500,,,782.6
4298,,,,1.5,0.5,600,100,,,,,24,,,False,,,,,1.5,0.5,600,,,562.6
4299,,,,2.0,1.0,600,0,,,,,22,,,False,,,,,2.0,1.0,600,,,552.7
4300,,,,3.0,1.0,2000,200,,,,,25,,,False,,,,,3.0,1.0,2000,,,853.3
4301,,,,8.0,2.0,2000,0,,,,,35,,,False,,,,,8.0,2.0,2000,,,835.6
4302,,,,3.0,1.7654267970401691,2000,0,,,,,30,,,False,,,,,3.0,0.0,2000,,,833.9765426797039
4303,,,,5.0,3.0,850,200,,,,,32,,,False,,,,,5.0,3.0,850,,,625.1
4304,,,,3.0,1.7654267970401691,2500,1000,,,,,28,,,False,,,,,3.0,0.0,2500,,,1033.976542679704
4305,,,,5.0,0.5,4000,0,,,,,27,,,False,,,,,5.0,0.5,4000,,,1234.3
4306,,,,1.0,0.25,900,400,,,,,21,,,True,,,,,1.0,0.25,900,,,653.05
4307,,,,2.0,2.0,400,70,,,,,30,,,True,,,,,2.0,2.0,400,,,521.6
4308,,,,1.0,0.5,300,100,,,,,27,,,False,,,,,1.0,0.5,300,,,503.8
4309,,,,3.1646325459317586,1.7654267970401691,300,0,,,,,21,,,True,,,,,0.0,0.0,300,,,493.59300593429714
4310,,,,2.0,1.0,100,0,,,,,26,,,False,,,,,2.0,1.0,100,,,454.2
4311,,,,1.0,1.0,350,190,,,,,22,,,True,,,,,1.0,1.0,350,,,522.8
4312,,,,5.0,1.0,2500,500,,,,,27,,,False,,,,,5.0,1.0,2500,,,985.1
4313,,,,3.1646325459317586,2.0,5000,0,,,,,39,,,False,,,,,10.0,2.0,5000,,,1436.916463254593
4314,,,,6.0,0.25,3300,2000,,,,,28,,,False,,,,,6.0,0.25,3300,,,1295.45
4315,,,,1.0,1.0,200,100,,,,,29,,,False,,,,,1.0,1.0,200,,,484.8
4316,,,,0.5,0.5,385,0,,,,,21,,,False,,,,,0.5,0.5,385,,,510.9
4317,,,,1.5,1.5,400,100,,,,,22,,,True,,,,,1.5,1.5,400,,,524.6
4318,,,,2.0,0.5,950,400,,,,,25,,,False,,,,,2.0,0.5,950,,,664.8
4319,,,,4.0,0.5,2000,0,,,,,26,,,False,,,,,4.0,0.5,2000,,,835.4
4320,,,,3.0,0.25,800,500,,,,,21,,,True,,,,,3.0,0.25,800,,,644.85
4321,,,,4.0,1.0,400,0,,,,,25,,,False,,,,,4.0,1.0,400,,,515.6
4322,,,,4.0,1.0,2550,0,,,,,41,,,False,,,,,4.0,1.0,2550,,,947.3
4323,,,,1.5,0.25,1200,800,,,,,21,,,False,,,,,1.5,0.25,1200,,,754.75
4324,,,,2.0,2.0,3300,800,,,,,26,,,False,,,,,2.0,2.0,3300,,,1175.8
4325,,,,3.1646325459317586,1.5,200,0,,,,,24,,,False,,,,,10.0,1.5,200,,,476.51646325459313
4326,,,,4.0,2.0,2350,100,,,,,26,,,False,,,,,4.0,2.0,2350,,,916.4
4327,,,,2.0,1.7654267970401691,2800,2200,,,,,25,,,False,,,,,2.0,0.0,2800,,,1215.7765426797039
4328,,,,2.0,0.5,200,-200,,,,,22,,,True,,,,,2.0,0.5,200,,,455.6
4329,,,,7.0,1.7654267970401691,4500,-1500,,,,,35,,,False,,,,,7.0,0.0,4500,,,1187.976542679704
4330,,,,1.5,1.5,1300,900,,,,,20,,,True,,,,,1.5,1.5,1300,,,785.7
4331,,,,7.0,0.25,600,100,,,,,29,,,False,,,,,7.0,0.25,600,,,567.45
4332,,,,0.5,0.5,500,200,,,,,19,,,True,,,,,0.5,0.5,500,,,555.4
4333,,,,3.0,1.0,1500,0,,,,,27,,,False,,,,,3.0,1.0,1500,,,736.8
4334,,,,3.1646325459317586,1.7654267970401691,3800,0,,,,,40,,,False,,,,,10.0,10.0,3800,,,1199.8930059342972
4335,,,,1.0,0.25,300,0,,,,,26,,,False,,,,,1.0,0.25,300,,,496.35
4336,,,,2.0,2.0,800,400,,,,,28,,,False,,,,,2.0,2.0,800,,,637.2
4337,,,,0.5,1.7654267970401691,500,500,,,,,22,,,True,,,,,0.5,0.0,500,,,586.276542679704
4338,,,,3.1646325459317586,9.0,1000,300,,,,,41,,,False,,,,,10.0,9.0,1000,,,671.0164632545932
4339,,,,4.0,3.0,3600,600,,,,,30,,,False,,,,,4.0,3.0,3600,,,1218.3
4340,,,,3.1646325459317586,1.7654267970401691,600,0,,,,,23,,,False,,,,,0.0,0.0,600,,,556.7930059342972
4341,,,,6.0,0.5,2500,700,,,,,26,,,False,,,,,6.0,0.5,2500,,,1008.0
4342,,,,3.0,0.5,2300,1500,,,,,23,,,False,,,,,3.0,0.5,2300,,,1047.2
4343,,,,5.0,1.5,4200,0,,,,,27,,,False,,,,,5.0,1.5,4200,,,1278.3
4344,,,,0.25,0.25,250,250,,,,,25,,,False,,,,,0.25,0.25,250,,,512.0
4345,,,,2.0,1.7654267970401691,1200,800,,,,,24,,,False,,,,,2.0,0.0,1200,,,757.476542679704
4346,,,,2.0,2.0,900,100,,,,,28,,,False,,,,,2.0,2.0,900,,,628.2
4347,,,,9.0,0.25,2000,0,,,,,30,,,False,,,,,9.0,0.25,2000,,,839.55
4348,,,,0.25,0.25,320,0,,,,,25,,,False,,,,,0.25,0.25,320,,,501.4
4349,,,,2.0,0.25,930,350,,,,,29,,,False,,,,,2.0,0.25,930,,,659.25
4350,,,,5.0,0.5,2200,300,,,,,32,,,False,,,,,5.0,0.5,2200,,,909.3
4351,,,,0.5,0.5,200,100,,,,,20,,,True,,,,,0.5,0.5,200,,,487.4
4352,,,,1.0,1.0,250,50,,,,,24,,,False,,,,,1.0,1.0,250,,,493.0
4353,,,,6.0,0.5,3200,1000,,,,,25,,,False,,,,,6.0,0.5,3200,,,1179.1
4354,,,,2.0,1.5,1000,600,,,,,24,,,False,,,,,2.0,1.5,1000,,,698.5
4355,,,,3.1646325459317586,4.0,5850,230,,,,,33,,,False,,,,,10.0,4.0,5850,,,1633.916463254593
4356,,,,0.5,0.5,200,0,,,,,24,,,False,,,,,0.5,0.5,200,,,478.2
4357,,,,4.0,1.0,4000,0,,,,,28,,,False,,,,,4.0,1.0,4000,,,1239.5
4358,,,,3.0,0.5,1150,150,,,,,32,,,False,,,,,3.0,0.5,1150,,,684.7
4359,,,,3.1646325459317586,0.5,4000,500,,,,,36,,,False,,,,,10.0,0.5,4000,,,1290.916463254593
4360,,,,3.0,0.25,350,150,,,,,21,,,False,,,,,3.0,0.25,350,,,523.75
4361,,,,0.5,1.7654267970401691,400,0,,,,,33,,,False,,,,,0.5,0.0,400,,,519.676542679704
4362,,,,0.25,2.0,280,30,,,,,25,,,False,,,,,0.25,2.0,280,,,498.15
4363,,,,2.0,2.0,1700,400,,,,,30,,,False,,,,,2.0,2.0,1700,,,820.1
4364,,,,3.1646325459317586,2.0,2850,400,,,,,30,,,False,,,,,10.0,2.0,2850,,,1051.116463254593
4365,,,,5.0,1.5,2000,0,,,,,28,,,False,,,,,5.0,1.5,2000,,,840.6
4366,,,,3.1646325459317586,3.0,4750,1000,,,,,30,,,False,,,,,10.0,3.0,4750,,,1491.5164632545932
4367,,,,5.0,1.0,2000,0,,,,,29,,,False,,,,,5.0,1.0,2000,,,840.8
4368,,,,3.0,0.5,2300,1100,,,,,27,,,False,,,,,3.0,0.5,2300,,,1010.2
4369,,,,1.0,0.25,900,600,,,,,23,,,False,,,,,1.0,0.25,900,,,679.45
4370,,,,2.0,2.0,800,400,,,,,28,,,False,,,,,2.0,2.0,800,,,640.6
4371,,,,1.0,0.5,500,0,,,,,20,,,True,,,,,1.0,0.5,500,,,539.5
4372,,,,2.0,1.5,1800,600,,,,,30,,,False,,,,,2.0,1.5,1800,,,860.9
4373,,,,3.1646325459317586,1.7654267970401691,180,0,,,,,32,,,False,,,,,10.0,10.0,180,,,478.9930059342972
4374,,,,3.1646325459317586,1.7654267970401691,430,100,,,,,25,,,False,,,,,0.0,0.0,430,,,536.3930059342972
4375,,,,2.0,1.7654267970401691,900,600,,,,,28,,,False,,,,,2.0,0.0,900,,,680.876542679704
4376,,,,5.0,3.0,1350,200,,,,,25,,,False,,,,,5.0,3.0,1350,,,731.7
4377,,,,2.0,2.0,400,100,,,,,27,,,False,,,,,2.0,2.0,400,,,531.2
4378,,,,6.0,1.0,2500,0,,,,,29,,,False,,,,,6.0,1.0,2500,,,942.1
4379,,,,4.0,1.5,2115,115,,,,,28,,,False,,,,,4.0,1.5,2115,,,876.3
4380,,,,6.0,2.0,3750,0,,,,,22,,,False,,,,,6.0,2.0,3750,,,1191.8
4381,,,,1.5,1.5,1000,500,,,,,23,,,True,,,,,1.5,1.5,1000,,,691.1
4382,,,,2.0,2.0,400,200,,,,,30,,,False,,,,,2.0,2.0,400,,,542.0
4383,,,,1.5,0.5,1350,0,,,,,27,,,False,,,,,1.5,0.5,1350,,,711.4
4384,,,,2.0,0.25,700,0,,,,,21,,,False,,,,,2.0,0.25,700,,,580.95
4385,,,,6.0,1.5,3200,700,,,,,26,,,False,,,,,6.0,1.5,3200,,,1152.6
4386,,,,7.0,3.0,1400,400,,,,,30,,,False,,,,,7.0,3.0,1400,,,763.6
4387,,,,1.0,1.0,650,400,,,,,23,,,False,,,,,1.0,1.0,650,,,611.4
4388,,,,1.5,0.25,1400,900,,,,,21,,,False,,,,,1.5,0.25,1400,,,811.25
4389,,,,1.5,0.5,1200,450,,,,,34,,,False,,,,,1.5,0.5,1200,,,727.7
4390,,,,3.1646325459317586,1.0,3325,0,,,,,34,,,False,,,,,10.0,1.0,3325,,,1108.916463254593
4391,,,,2.0,2.0,1200,400,,,,,26,,,False,,,,,2.0,2.0,1200,,,722.5
4392,,,,0.5,0.5,1400,300,,,,,19,,,True,,,,,0.5,0.5,1400,,,751.4
4393,,,,1.5,1.0,1000,600,,,,,25,,,False,,,,,1.5,1.0,1000,,,702.3
4394,,,,4.0,4.0,300,50,,,,,33,,,False,,,,,4.0,4.0,300,,,509.3
4395,,,,6.0,5.0,2500,300,,,,,34,,,False,,,,,6.0,5.0,2500,,,975.1
4396,,,,3.0,2.0,1500,500,,,,,24,,,False,,,,,3.0,2.0,1500,,,793.0
4397,,,,7.0,1.5,2500,200,,,,,27,,,False,,,,,7.0,1.5,2500,,,964.1
4398,,,,1.5,0.25,1000,550,,,,,21,,,True,,,,,1.5,0.25,1000,,,697.35
4399,,,,3.0,1.0,1000,100,,,,,33,,,False,,,,,3.0,1.0,1000,,,654.0
4400,,,,3.1646325459317586,2.0,2800,250,,,,,29,,,False,,,,,10.0,2.0,2800,,,1029.616463254593
4401,,,,1.0,1.0,700,100,,,,,24,,,False,,,,,1.0,1.0,700,,,592.9
4402,,,,1.0,1.0,200,100,,,,,23,,,False,,,,,1.0,1.0,200,,,492.9
4403,,,,4.0,1.5,2000,0,,,,,31,,,False,,,,,4.0,1.5,2000,,,844.5
4404,,,,1.5,1.5,1600,900,,,,,22,,,True,,,,,1.5,1.5,1600,,,853.3
4405,,,,4.0,1.5,2000,0,,,,,31,,,False,,,,,4.0,1.5,2000,,,844.7
4406,,,,1.0,0.5,600,400,,,,,22,,,True,,,,,1.0,0.5,600,,,603.2
4407,,,,4.0,4.0,100,-100,,,,,28,,,False,,,,,4.0,4.0,100,,,455.1
4408,,,,5.0,1.0,2000,600,,,,,27,,,False,,,,,5.0,1.0,2000,,,904.7
4409,,,,2.0,0.5,500,100,,,,,30,,,False,,,,,2.0,0.5,500,,,554.4
4410,,,,6.0,5.0,1100,0,,,,,30,,,False,,,,,6.0,5.0,1100,,,666.2
4411,,,,7.0,1.0,2500,500,,,,,34,,,False,,,,,7.0,1.0,2500,,,996.1
4412,,,,9.0,3.0,3200,200,,,,,35,,,False,,,,,9.0,3.0,3200,,,1107.1
4413,,,,3.1646325459317586,3.0,3400,700,,,,,42,,,False,,,,,10.0,3.0,3400,,,1197.416463254593
4414,,,,5.0,0.5,2800,700,,,,,26,,,False,,,,,5.0,0.5,2800,,,1075.1
4415,,,,1.0,1.0,250,20,,,,,20,,,True,,,,,1.0,1.0,250,,,496.0
4416,,,,1.5,1.5,400,100,,,,,22,,,False,,,,,1.5,1.5,400,,,534.4
4417,,,,5.0,3.0,3700,0,,,,,32,,,False,,,,,5.0,3.0,3700,,,1186.5
4418,,,,2.0,1.0,700,200,,,,,27,,,False,,,,,2.0,1.0,700,,,605.1
4419,,,,2.0,4.0,1250,100,,,,,29,,,False,,,,,2.0,4.0,1250,,,706.0
4420,,,,2.0,1.0,600,200,,,,,32,,,False,,,,,2.0,1.0,600,,,585.8
4421,,,,5.0,4.0,800,0,,,,,29,,,False,,,,,5.0,4.0,800,,,606.8
4422,,,,8.0,1.0,1880,0,,,,,27,,,False,,,,,8.0,1.0,1880,,,822.7
4423,,,,6.0,1.5,3657,200,,,,,29,,,False,,,,,6.0,1.5,3657,,,1198.1
4424,,,,3.0,3.0,1600,500,,,,,26,,,False,,,,,3.0,3.0,1600,,,816.2
4425,,,,2.0,1.0,1100,300,,,,,25,,,False,,,,,2.0,1.0,1100,,,695.6
4426,,,,2.0,0.5,500,200,,,,,24,,,False,,,,,2.0,0.5,500,,,565.5
4427,,,,1.0,0.5,220,0,,,,,25,,,False,,,,,1.0,0.5,220,,,489.5
4428,,,,3.1646325459317586,2.0,1000,300,,,,,36,,,False,,,,,10.0,2.0,1000,,,678.1164632545931
4429,,,,2.0,1.5,1400,600,,,,,26,,,False,,,,,2.0,1.5,1400,,,786.2
4430,,,,1.0,1.0,600,400,,,,,22,,,False,,,,,1.0,1.0,600,,,605.6
4431,,,,3.1646325459317586,1.7654267970401691,444,40,,,,,38,,,False,,,,,10.0,10.0,444,,,542.1930059342972
4432,,,,0.25,0.25,400,0,,,,,20,,,True,,,,,0.25,0.25,400,,,525.4
4433,,,,2.0,1.0,600,300,,,,,23,,,False,,,,,2.0,1.0,600,,,596.2
4434,,,,1.0,1.0,600,100,,,,,24,,,False,,,,,1.0,1.0,600,,,576.2
4435,,,,5.0,1.0,700,200,,,,,28,,,False,,,,,5.0,1.0,700,,,607.5
4436,,,,3.0,0.25,900,300,,,,,26,,,False,,,,,3.0,0.25,900,,,656.85
4437,,,,1.5,0.5,450,200,,,,,27,,,False,,,,,1.5,0.5,450,,,556.8
4438,,,,4.0,3.0,1000,200,,,,,25,,,False,,,,,4.0,3.0,1000,,,667.7
4439,,,,0.5,0.5,700,0,,,,,33,,,False,,,,,0.5,0.5,700,,,587.4
4440,,,,8.0,0.25,2200,-500,,,,,28,,,False,,,,,8.0,0.25,2200,,,838.45
4441,,,,3.0,0.25,2000,500,,,,,26,,,False,,,,,3.0,0.25,2000,,,897.35
4442,,,,3.0,1.0,350,0,,,,,26,,,False,,,,,3.0,1.0,350,,,517.6
4443,,,,1.0,0.5,800,700,,,,,21,,,True,,,,,1.0,0.5,800,,,676.8
4444,,,,3.1646325459317586,9.0,2700,250,,,,,35,,,False,,,,,10.0,9.0,2700,,,1016.0164632545932
4445,,,,5.0,4.0,650,100,,,,,27,,,False,,,,,5.0,4.0,650,,,589.0
4446,,,,1.5,1.5,450,200,,,,,33,,,False,,,,,1.5,1.5,450,,,558.5
